0.825,65,-1,0.220833,-1,-1
0.825,77,-1,0.220833,-1,-1
1.045833,67,-1,0.220833,-1,-1
1.270833,67,-1,0.220833,-1,-1
1.270833,70,-1,0.220833,-1,-1
1.491667,72,-1,0.220833,-1,-1
1.716667,75,-1,0.891667,-1,-1
1.716667,87,-1,0.891667,-1,-1
1.716667,60,-1,0.445833,-1,-1
1.716667,63,-1,0.445833,-1,-1
1.716667,67,-1,0.445833,-1,-1
2.1625,60,-1,0.220833,-1,-1
2.3875,60,-1,0.220833,-1,-1
2.3875,63,-1,0.220833,-1,-1
2.608333,75,-1,0.666667,-1,-1
2.608333,87,-1,0.666667,-1,-1
2.608333,60,-1,0.445833,-1,-1
2.608333,63,-1,0.445833,-1,-1
2.608333,67,-1,0.445833,-1,-1
3.054167,58,-1,0.220833,-1,-1
3.054167,62,-1,0.220833,-1,-1
3.279167,79,-1,0.220833,-1,-1
3.279167,56,-1,0.220833,-1,-1
3.5,77,-1,0.445833,-1,-1
3.5,56,-1,0.445833,-1,-1
3.5,60,-1,0.445833,-1,-1
3.95,75,-1,0.891667,-1,-1
3.95,56,-1,0.220833,-1,-1
4.170833,56,-1,0.220833,-1,-1
4.170833,60,-1,0.220833,-1,-1
4.395833,56,-1,0.445833,-1,-1
4.395833,60,-1,0.445833,-1,-1
4.841667,72,-1,0.220833,-1,-1
4.841667,56,-1,0.220833,-1,-1
5.0625,75,-1,0.108333,-1,-1
5.0625,58,-1,0.220833,-1,-1
5.0625,62,-1,0.220833,-1,-1
5.175,72,-1,0.108333,-1,-1
5.2875,70,-1,0.220833,-1,-1
5.2875,82,-1,0.220833,-1,-1
5.2875,58,-1,0.445833,-1,-1
5.2875,62,-1,0.445833,-1,-1
5.5125,70,-1,0.445833,-1,-1
5.5125,82,-1,0.445833,-1,-1
5.733333,58,-1,0.220833,-1,-1
5.958333,72,-1,0.220833,-1,-1
5.958333,58,-1,0.220833,-1,-1
5.958333,62,-1,0.220833,-1,-1
6.179167,75,-1,0.445833,-1,-1
6.179167,58,-1,0.445833,-1,-1
6.179167,62,-1,0.445833,-1,-1
6.625,77,-1,0.445833,-1,-1
6.625,58,-1,0.220833,-1,-1
6.85,55,-1,0.220833,-1,-1
6.85,58,-1,0.220833,-1,-1
7.075,79,-1,0.666667,-1,-1
7.075,91,-1,0.666667,-1,-1
7.075,55,-1,0.445833,-1,-1
7.075,58,-1,0.445833,-1,-1
7.520833,55,-1,0.220833,-1,-1
7.741667,55,-1,0.220833,-1,-1
7.741667,58,-1,0.220833,-1,-1
7.966667,65,-1,0.220833,-1,-1
7.966667,77,-1,0.220833,-1,-1
7.966667,55,-1,0.445833,-1,-1
7.966667,58,-1,0.445833,-1,-1
8.1875,67,-1,0.220833,-1,-1
8.4125,67,-1,0.220833,-1,-1
8.4125,70,-1,0.220833,-1,-1
8.4125,55,-1,0.220833,-1,-1
8.6375,72,-1,0.220833,-1,-1
8.6375,55,-1,0.220833,-1,-1
8.6375,58,-1,0.220833,-1,-1
8.858333,75,-1,0.891667,-1,-1
8.858333,87,-1,0.891667,-1,-1
8.858333,60,-1,0.445833,-1,-1
8.858333,63,-1,0.445833,-1,-1
8.858333,67,-1,0.445833,-1,-1
9.304167,60,-1,0.220833,-1,-1
9.529167,60,-1,0.220833,-1,-1
9.529167,63,-1,0.220833,-1,-1
9.75,75,-1,0.666667,-1,-1
9.75,87,-1,0.666667,-1,-1
9.75,60,-1,0.445833,-1,-1
9.75,63,-1,0.445833,-1,-1
9.75,67,-1,0.445833,-1,-1
10.2,58,-1,0.220833,-1,-1
10.2,62,-1,0.220833,-1,-1
10.420833,79,-1,0.220833,-1,-1
10.420833,56,-1,0.220833,-1,-1
10.645833,77,-1,0.445833,-1,-1
10.645833,56,-1,0.445833,-1,-1
10.645833,60,-1,0.445833,-1,-1
11.091667,75,-1,0.666667,-1,-1
11.091667,56,-1,0.220833,-1,-1
11.3125,56,-1,0.220833,-1,-1
11.3125,60,-1,0.220833,-1,-1
11.5375,56,-1,0.445833,-1,-1
11.5375,60,-1,0.445833,-1,-1
11.983333,72,-1,0.220833,-1,-1
11.983333,56,-1,0.220833,-1,-1
12.208333,75,-1,0.220833,-1,-1
12.208333,58,-1,0.220833,-1,-1
12.208333,62,-1,0.220833,-1,-1
12.429167,77,-1,1.783333,-1,-1
12.429167,89,-1,1.783333,-1,-1
12.429167,58,-1,0.445833,-1,-1
12.429167,62,-1,0.445833,-1,-1
12.875,58,-1,0.220833,-1,-1
13.1,58,-1,0.220833,-1,-1
