,loss
0,23.329870223999023
1,19.49254035949707
2,22.161251068115234
3,19.21804428100586
4,21.463037490844727
5,18.786462783813477
6,23.312223434448242
7,20.671510696411133
8,22.524812698364258
9,22.149131774902344
10,21.603214263916016
11,21.745445251464844
12,21.279775619506836
13,22.044822692871094
14,24.211660385131836
15,22.729461669921875
16,21.275907516479492
17,22.31426429748535
18,22.140989303588867
19,19.862337112426758
20,20.37913703918457
21,18.122238159179688
22,16.906009674072266
23,17.57514762878418
24,20.440101623535156
25,18.027660369873047
26,20.402620315551758
27,23.37816619873047
28,22.155563354492188
29,20.440235137939453
30,21.936269760131836
31,17.94969367980957
32,21.890233993530273
33,18.917814254760742
34,15.177361488342285
35,21.25992774963379
36,20.69560432434082
37,15.126457214355469
38,18.380998611450195
39,18.760068893432617
40,17.945817947387695
41,18.446495056152344
42,20.296005249023438
43,18.670351028442383
44,18.701087951660156
45,19.6191463470459
46,19.00358009338379
47,19.89917755126953
48,20.54081153869629
49,18.032032012939453
50,22.322084426879883
51,21.71415138244629
52,19.233354568481445
53,19.39106559753418
54,21.094417572021484
55,16.59453773498535
56,21.727937698364258
57,19.538007736206055
58,19.517675399780273
59,15.984898567199707
60,14.987552642822266
61,14.694208145141602
62,18.631786346435547
63,18.378416061401367
64,17.05024528503418
65,15.266237258911133
66,16.264835357666016
67,16.97293472290039
68,20.651079177856445
69,13.5591459274292
70,18.67123031616211
71,14.002410888671875
72,14.228869438171387
73,16.818159103393555
74,20.494619369506836
75,12.407360076904297
76,14.104835510253906
77,12.787447929382324
78,12.707645416259766
79,14.684358596801758
80,13.844841957092285
81,15.660667419433594
82,13.215953826904297
83,15.86300277709961
84,13.55025863647461
85,13.846790313720703
86,12.691792488098145
87,13.597704887390137
88,12.869787216186523
89,15.548552513122559
90,13.902166366577148
91,13.17650032043457
92,13.733823776245117
93,12.198217391967773
94,10.607083320617676
95,12.154934883117676
96,12.794078826904297
97,11.31183910369873
98,11.17156982421875
99,11.04494857788086
100,9.426115989685059
101,8.967289924621582
102,11.031972885131836
103,11.052360534667969
104,9.211617469787598
105,9.439668655395508
106,10.633350372314453
107,10.955937385559082
108,9.959251403808594
109,11.764638900756836
110,8.884196281433105
111,9.52448844909668
112,12.731424331665039
113,9.199914932250977
114,8.654573440551758
115,12.103167533874512
116,8.838027000427246
117,11.361234664916992
118,8.189509391784668
119,9.729090690612793
120,8.603263854980469
121,9.530088424682617
122,10.283648490905762
123,10.470458984375
124,10.2169189453125
125,7.5598225593566895
126,8.791348457336426
127,10.031442642211914
128,10.390591621398926
129,7.726748466491699
130,10.21750545501709
131,8.296771049499512
132,10.381973266601562
133,10.937419891357422
134,8.357146263122559
135,8.228724479675293
136,8.237141609191895
137,8.308077812194824
138,8.23861026763916
139,9.213666915893555
140,8.857402801513672
141,6.466391563415527
142,7.606812000274658
143,7.826270580291748
144,7.661000728607178
145,8.50041389465332
146,6.870284080505371
147,7.118798732757568
148,7.483100891113281
149,7.387195587158203
150,6.8904500007629395
151,7.921985626220703
152,6.970912933349609
153,7.889919757843018
154,7.340139389038086
155,7.208159446716309
156,8.120626449584961
157,6.78714656829834
158,8.81021785736084
159,7.173619270324707
160,7.5803093910217285
161,6.092211723327637
162,7.157196521759033
163,7.584787845611572
164,6.714752674102783
165,6.624858379364014
166,6.839390754699707
167,6.839450836181641
168,8.057167053222656
169,6.506984710693359
170,6.595407962799072
171,8.406332969665527
172,6.773866653442383
173,7.249225616455078
174,6.633881568908691
175,6.48494815826416
176,6.5183539390563965
177,6.63828182220459
178,6.035075664520264
179,6.563192844390869
180,6.846992492675781
181,6.448729515075684
182,7.258615970611572
183,6.653928756713867
184,7.0064167976379395
185,6.0050578117370605
186,7.520011901855469
187,6.344958305358887
188,7.424198150634766
189,6.338540554046631
190,7.16495418548584
191,7.214961528778076
192,6.574440956115723
193,7.419723987579346
194,7.886565685272217
195,6.059349060058594
196,7.44454288482666
197,7.0210418701171875
198,5.906553268432617
199,6.8228936195373535
200,7.193384170532227
201,6.467233180999756
202,6.841043949127197
203,5.847422122955322
204,6.160660743713379
205,6.972564697265625
206,6.4274091720581055
207,6.082421779632568
208,7.237969398498535
209,6.488895416259766
210,6.310524940490723
211,6.518546104431152
212,6.4046406745910645
213,6.670971870422363
214,5.301155090332031
215,6.740024089813232
216,5.807659149169922
217,5.408938884735107
218,5.544514179229736
219,5.672933578491211
220,5.568851947784424
221,5.058321952819824
222,5.827466011047363
223,5.681483745574951
224,6.813072204589844
225,6.855886936187744
226,6.63198709487915
227,5.416775703430176
228,5.129909515380859
229,5.437633037567139
230,5.921588897705078
231,6.017289161682129
232,4.5734734535217285
233,6.314183712005615
234,5.936102867126465
235,5.3500847816467285
236,5.991957664489746
237,5.523965835571289
238,7.0107245445251465
239,5.687569618225098
