,loss
0,18.872112274169922
1,19.867671966552734
2,11.05979061126709
3,11.548211097717285
4,8.836603164672852
5,12.238039016723633
6,9.352739334106445
7,6.242273330688477
8,6.12795352935791
9,5.4751973152160645
10,3.9597716331481934
11,3.4605441093444824
12,3.8817572593688965
13,5.6133832931518555
14,4.413392066955566
15,4.2107834815979
16,4.987806797027588
17,4.5464301109313965
18,4.396182060241699
19,4.296003818511963
20,3.3992056846618652
21,5.014127731323242
22,4.391902923583984
23,5.387487411499023
24,4.4230451583862305
25,3.728572368621826
26,4.204972743988037
27,4.7179646492004395
28,4.858163833618164
29,4.2387003898620605
30,4.94969367980957
31,3.8747477531433105
32,4.202710151672363
33,3.747598171234131
34,4.633602619171143
35,5.169393062591553
36,4.5569987297058105
37,3.2513668537139893
38,4.477805137634277
39,3.8071069717407227
40,4.160782337188721
41,3.670305013656616
42,4.215703010559082
43,4.874821662902832
44,3.383075714111328
45,4.177741050720215
46,3.9807872772216797
47,3.690967559814453
48,4.468177318572998
49,4.551453113555908
50,4.122220039367676
51,4.189363956451416
52,4.547199249267578
53,4.011697769165039
54,3.691941499710083
55,3.7577643394470215
56,3.730238437652588
57,3.9040687084198
58,5.47900390625
59,3.784990072250366
60,4.3400702476501465
61,3.173881769180298
62,3.478989362716675
63,3.801532506942749
64,4.296840190887451
65,3.7991371154785156
66,3.440802574157715
67,3.7686688899993896
68,4.442863941192627
69,3.555936813354492
70,4.380515098571777
71,4.07955265045166
72,2.9981420040130615
73,3.6530985832214355
74,4.213947296142578
75,3.2348804473876953
76,4.5544867515563965
77,3.476973533630371
78,3.487816333770752
79,4.048079490661621
80,3.2437820434570312
81,3.401669502258301
82,3.6111536026000977
83,3.7084267139434814
84,3.417221784591675
85,3.223658561706543
86,4.070706844329834
87,3.261390209197998
88,3.8126914501190186
89,3.625030994415283
90,2.9003989696502686
91,3.545286178588867
92,4.745678901672363
93,4.2273759841918945
94,4.266367435455322
95,4.239027500152588
96,3.4488794803619385
97,4.0691142082214355
98,3.601907253265381
99,3.5903241634368896
100,3.9697487354278564
101,3.6041157245635986
102,3.4933512210845947
103,3.2202188968658447
104,2.953716993331909
105,4.320937633514404
106,3.273122787475586
107,3.142758369445801
108,3.422013759613037
109,3.8757262229919434
110,3.6647183895111084
111,3.8285439014434814
112,3.871469497680664
113,3.618622064590454
114,2.42553973197937
115,3.298877716064453
116,2.797433853149414
117,3.387383222579956
118,2.177156686782837
119,3.3337066173553467
120,4.072072982788086
121,3.3082714080810547
122,3.5332021713256836
123,3.3732123374938965
124,3.4977757930755615
125,2.5162577629089355
126,2.3067338466644287
127,2.9736104011535645
128,3.2474937438964844
129,3.425427198410034
130,2.562476873397827
131,3.3247385025024414
132,2.676994800567627
133,3.2630691528320312
134,3.6691954135894775
135,3.435973644256592
136,3.3071463108062744
137,2.8294615745544434
138,3.359384536743164
139,3.496220111846924
140,4.269160747528076
141,3.3804094791412354
142,2.5972511768341064
143,4.991264343261719
144,3.0749013423919678
145,4.221536636352539
146,2.5387229919433594
147,3.7876951694488525
148,2.5399837493896484
149,3.9292855262756348
150,3.842108726501465
151,2.8701319694519043
152,3.7261857986450195
153,3.4935946464538574
154,3.2473182678222656
155,3.4988927841186523
156,3.0929250717163086
157,3.264446973800659
