0,60,-1,0.5,-1,-1
0,72,-1,0.5,-1,-1
0,64,-1,0.5,-1,-1
0.5,52,-1,0.5,-1,-1
0.5,64,-1,0.5,-1,-1
0.5,60,-1,0.5,-1,-1
1,53,-1,0.5,-1,-1
1,65,-1,0.5,-1,-1
1,64,-1,0.5,-1,-1
1.5,60,-1,0.5,-1,-1
1.5,72,-1,0.5,-1,-1
1.5,60,-1,0.5,-1,-1
2,60,-1,1,-1,-1
2,72,-1,1,-1,-1
2,64,-1,0.5,-1,-1
2.5,60,-1,0.5,-1,-1
3,58,-1,0.997917,-1,-1
3,70,-1,0.997917,-1,-1
3,64,-1,0.5,-1,-1
3.5,60,-1,0.497917,-1,-1
4,57,-1,0.5,-1,-1
4,69,-1,0.5,-1,-1
4,65,-1,1,-1,-1
4,69,-1,1,-1,-1
4.5,45,-1,0.5,-1,-1
4.5,57,-1,0.5,-1,-1
5,50,-1,0.5,-1,-1
5,62,-1,0.5,-1,-1
5,59,-1,0.5,-1,-1
5.5,55,-1,0.5,-1,-1
5.5,67,-1,0.5,-1,-1
5.5,55,-1,1,-1,-1
5.5,64,-1,1,-1,-1
5.5,67,-1,1,-1,-1
6,55,-1,1,-1,-1
6,67,-1,1,-1,-1
6.5,60,-1,0.5,-1,-1
7,53,-1,0.997917,-1,-1
7,65,-1,0.997917,-1,-1
7,53,-1,0.5,-1,-1
7,62,-1,0.5,-1,-1
7,65,-1,0.5,-1,-1
7.5,59,-1,0.497917,-1,-1
8,55,-1,2,-1,-1
8,67,-1,2,-1,-1
8,59,-1,0.5,-1,-1
8,62,-1,0.5,-1,-1
8.5,57,-1,0.5,-1,-1
9,58,-1,0.5,-1,-1
9.5,65,-1,0.5,-1,-1
10,64,-1,0.5,-1,-1
10,67,-1,0.5,-1,-1
10.5,57,-1,0.5,-1,-1
11,58,-1,0.5,-1,-1
11.5,65,-1,0.497917,-1,-1
12,65,-1,2,-1,-1
12,53,-1,0.5,-1,-1
12,57,-1,0.5,-1,-1
12.5,57,-1,0.5,-1,-1
13,58,-1,0.5,-1,-1
13.5,60,-1,0.5,-1,-1
14,64,-1,1.997917,-1,-1
14,60,-1,1.997917,-1,-1
14,64,-1,1.997917,-1,-1
16,60,-1,1,-1,-1
16,65,-1,1,-1,-1
16,69,-1,1,-1,-1
16,65,-1,0.5,-1,-1
16.5,57,-1,0.5,-1,-1
16.5,69,-1,0.5,-1,-1
17,60,-1,1,-1,-1
17,65,-1,1,-1,-1
17,69,-1,1,-1,-1
17,65,-1,0.5,-1,-1
17,70,-1,0.5,-1,-1
17.5,57,-1,0.5,-1,-1
17.5,69,-1,0.5,-1,-1
18,57,-1,1,-1,-1
18,64,-1,1,-1,-1
18,67,-1,1,-1,-1
18,64,-1,0.5,-1,-1
18,67,-1,0.5,-1,-1
18.5,57,-1,0.5,-1,-1
18.5,69,-1,0.25,-1,-1
18.75,70,-1,0.5,-1,-1
19,57,-1,0.997917,-1,-1
19,64,-1,0.997917,-1,-1
19,67,-1,0.997917,-1,-1
19,64,-1,0.5,-1,-1
19.25,69,-1,1.25,-1,-1
19.5,57,-1,0.497917,-1,-1
20,60,-1,1,-1,-1
20,65,-1,1,-1,-1
20,69,-1,1,-1,-1
20,65,-1,0.5,-1,-1
20.5,57,-1,0.5,-1,-1
20.5,69,-1,0.5,-1,-1
21,60,-1,1,-1,-1
21,65,-1,1,-1,-1
21,69,-1,1,-1,-1
21,65,-1,0.5,-1,-1
21,70,-1,0.5,-1,-1
21.5,57,-1,0.5,-1,-1
21.5,69,-1,0.5,-1,-1
22,57,-1,1,-1,-1
22,64,-1,1,-1,-1
22,67,-1,1,-1,-1
22,65,-1,0.5,-1,-1
22,67,-1,0.5,-1,-1
22.5,57,-1,0.5,-1,-1
22.5,69,-1,0.25,-1,-1
22.75,69,-1,0.5,-1,-1
23,57,-1,0.997917,-1,-1
23,64,-1,0.997917,-1,-1
23,67,-1,0.997917,-1,-1
23,65,-1,0.25,-1,-1
23,77,-1,0.25,-1,-1
23.25,67,-1,0.25,-1,-1
23.25,79,-1,0.25,-1,-1
23.25,64,-1,0.747917,-1,-1
23.5,69,-1,0.497917,-1,-1
23.5,81,-1,0.497917,-1,-1
24,60,-1,1,-1,-1
24,65,-1,1,-1,-1
24,69,-1,1,-1,-1
24,65,-1,0.5,-1,-1
24,65,-1,1,-1,-1
24.5,58,-1,0.5,-1,-1
25,60,-1,1,-1,-1
25,65,-1,1,-1,-1
25,69,-1,1,-1,-1
25,65,-1,0.5,-1,-1
