,loss
0,24.06268310546875
1,22.895326614379883
2,20.146240234375
3,12.64258098602295
4,12.574331283569336
5,10.01656436920166
6,7.917558670043945
7,6.10635232925415
8,6.504245281219482
9,6.878323554992676
10,6.947864055633545
11,4.631451606750488
12,5.578080654144287
13,6.478174209594727
14,5.138976097106934
15,6.120466232299805
16,5.987536430358887
17,5.038184642791748
18,4.116764068603516
19,4.697793483734131
20,6.094040870666504
21,5.413090705871582
22,5.472824573516846
23,5.748061180114746
24,5.726738452911377
25,5.706804275512695
26,5.766651630401611
27,5.608909606933594
28,5.4825592041015625
29,5.832952976226807
30,5.438475608825684
31,5.506189823150635
32,4.750605583190918
33,4.503391265869141
34,4.178958415985107
35,4.010075092315674
36,4.136666297912598
37,4.332477569580078
38,4.079014301300049
39,4.709380626678467
40,3.899334669113159
41,3.889723062515259
42,4.977872371673584
43,4.832054138183594
44,3.816577434539795
45,5.007229804992676
46,5.715282917022705
47,4.653115749359131
48,4.6116766929626465
49,4.486413478851318
50,4.585316181182861
51,4.752597808837891
52,3.9465856552124023
53,3.864884614944458
54,4.840548515319824
55,4.145551681518555
56,4.183133125305176
57,4.600602149963379
58,4.070984840393066
59,4.512753009796143
60,4.085646152496338
61,4.343993663787842
62,3.8399105072021484
63,3.5179059505462646
64,4.218196392059326
65,3.981657028198242
66,3.4773313999176025
67,4.943882942199707
68,2.874490737915039
69,4.3384552001953125
70,4.4401774406433105
71,3.772200107574463
72,4.213947772979736
73,4.42543888092041
74,4.030640125274658
75,4.073122024536133
76,3.7569353580474854
77,4.596378326416016
78,3.172563314437866
79,4.414153575897217
80,4.232098579406738
81,3.4091269969940186
82,3.297513961791992
83,4.303253173828125
84,3.037978172302246
85,3.4793689250946045
86,3.882236957550049
87,3.631124496459961
88,3.393434762954712
89,3.098339557647705
90,3.9411187171936035
91,3.6576154232025146
92,3.277817487716675
93,3.252634048461914
94,3.8146331310272217
95,3.4700050354003906
96,4.382344722747803
97,3.3522493839263916
98,4.330657958984375
99,3.745911121368408
100,3.6747794151306152
101,3.0799660682678223
102,2.8827085494995117
103,4.034493923187256
104,3.108189582824707
105,2.346522808074951
106,3.4785425662994385
107,4.032544136047363
108,3.3069567680358887
109,4.18550968170166
110,3.5252935886383057
111,3.031100273132324
112,3.6474609375
113,2.658125638961792
114,3.6749870777130127
115,2.6813859939575195
116,4.125054836273193
117,3.3470458984375
118,3.5171921253204346
119,2.393507242202759
120,2.6728012561798096
121,3.5420618057250977
122,4.009500026702881
123,2.797902822494507
124,3.3689093589782715
125,2.73028826713562
126,3.4224603176116943
127,3.044114828109741
128,4.411289215087891
129,3.3183557987213135
130,3.572579860687256
131,3.497274875640869
132,4.745622634887695
133,2.680939197540283
134,3.1965270042419434
135,3.4556338787078857
136,3.4538803100585938
137,3.479170083999634
138,3.0921173095703125
139,3.5251846313476562
140,3.315615177154541
141,3.632939338684082
142,3.008260726928711
143,4.12410306930542
144,3.629802942276001
145,3.731111764907837
146,2.848700523376465
147,3.6901471614837646
148,3.263106346130371
149,2.710162401199341
150,3.4445199966430664
151,3.846730947494507
152,3.1155052185058594
153,4.215267181396484
154,3.564098596572876
155,3.2687416076660156
156,3.083467721939087
157,3.7937920093536377
158,3.490854501724243
159,4.226284980773926
160,2.653610944747925
161,3.6735808849334717
162,3.378122568130493
163,3.1528639793395996
164,3.559598445892334
165,3.437431573867798
166,3.3509693145751953
167,3.0652334690093994
168,3.2301948070526123
169,3.9117095470428467
170,2.729100227355957
171,4.574568271636963
172,3.632159471511841
173,3.490490674972534
174,2.696143388748169
175,2.138010263442993
176,3.43572735786438
177,3.311876058578491
178,2.539018154144287
179,2.92730712890625
180,3.3573477268218994
181,2.920044422149658
182,3.522866725921631
183,3.3457841873168945
184,2.8552610874176025
185,2.707035779953003
186,3.4345173835754395
187,3.258057117462158
188,3.2697060108184814
189,3.7693545818328857
190,3.2716774940490723
191,3.258765697479248
192,3.4198567867279053
193,3.0400149822235107
194,2.436985492706299
195,3.227647066116333
196,3.176985502243042
197,3.139878749847412
198,3.9611258506774902
199,2.716855049133301
200,3.4675345420837402
201,2.8483917713165283
202,2.2569515705108643
203,2.866100788116455
204,3.2968244552612305
